"filename","id","var_name_orig","class_orig","label_orig","n_labels","n_valid_labels","n_na_labels"
"ABII_English.sav","Arab_Barometer_2","q6077","retroharmonize_labelled_spss_survey","q6077 the opinions of islamic jurists and religious scholars differ with regard to their interpretations of certain issues in islam i want to ask to what extent you agree or disagree with some of these issues 7 in order to meet the demands of the modern",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6081","retroharmonize_labelled_spss_survey","q6081 to what extent do you agree with each of these statements 1 religious or denominational difference should not be a reason for doubting the patriotism of any individual",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6082","retroharmonize_labelled_spss_survey","q6082 to what extent do you agree with each of these statements 2 difference and variation between islamic scholars with regard to their interpretation of religious matters is a good thing",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6083","retroharmonize_labelled_spss_survey","q6083 to what extent do you agree with each of these statements 3 in a muslim society, a number of interpretations should be available to citizens so that they may choose that which is most appropriate to them",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6084","retroharmonize_labelled_spss_survey","q6084 to what extent do you agree with each of these statements 4 there should be one interpretation of islam and numerous interpretations should not be allowed",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6085","retroharmonize_labelled_spss_survey","q6085 to what extent do you agree with each of these statements 5 disagreement with some scholars in religious interpretation should not be used to label them as non believers",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6086","retroharmonize_labelled_spss_survey","q6086 to what extent do you agree with each of these statements 6 religious scholars should accept social and political opinions different from their own",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6087","retroharmonize_labelled_spss_survey","q6087 to what extent do you agree with each of these statements 7 religious minorities have the right to practice their religious ceremonies",7,7,0
"ABII_English.sav","Arab_Barometer_2","q609","retroharmonize_labelled_spss_survey","q609 generally speaking, would you describe yourself as",6,6,0
"ABII_English.sav","Arab_Barometer_2","q6101","retroharmonize_labelled_spss_survey","q6101 do you insert 1 pray daily",8,8,0
"ABII_English.sav","Arab_Barometer_2","q6102","retroharmonize_labelled_spss_survey","q6102 do you insert 2 fast during ramadan fast the 40 days of lent for christians",8,8,0
"ABII_English.sav","Arab_Barometer_2","q6103","retroharmonize_labelled_spss_survey","q6103 do you insert 3 watch or listen to religious programs on the radio or television",8,8,0
"ABII_English.sav","Arab_Barometer_2","q6104","retroharmonize_labelled_spss_survey","q6104 do you insert 4 attend religious lessons in mosques or churches",8,8,0
"ABII_English.sav","Arab_Barometer_2","q6105","retroharmonize_labelled_spss_survey","q6105 do you insert 5 attend friday prayer sunday services",8,8,0
"ABII_English.sav","Arab_Barometer_2","q6106","retroharmonize_labelled_spss_survey","q6106 do you insert 6 listen to or read the quran the bible",8,8,0
"ABII_English.sav","Arab_Barometer_2","q6107","retroharmonize_labelled_spss_survey","q6107 do you insert 7 read religious books",8,8,0
"ABII_English.sav","Arab_Barometer_2","t6101","retroharmonize_labelled_spss_survey","t6101 do you insert 1 pray daily",8,8,0
"ABII_English.sav","Arab_Barometer_2","t6102","retroharmonize_labelled_spss_survey","t6102 do you insert 2 fast during ramadan fast the 40 days of lent for christians",8,8,0
"ABII_English.sav","Arab_Barometer_2","t6103","retroharmonize_labelled_spss_survey","t6103 do you insert 3 watch or listen to religious programs on the radio or television",8,8,0
"ABII_English.sav","Arab_Barometer_2","t6104","retroharmonize_labelled_spss_survey","t6104 do you insert 4 attend religious lessons in mosques or churches",8,8,0
"ABII_English.sav","Arab_Barometer_2","t6105","retroharmonize_labelled_spss_survey","t6105 do you insert 5 attend friday prayer sunday services",8,8,0
"ABII_English.sav","Arab_Barometer_2","t6106","retroharmonize_labelled_spss_survey","t6106 do you insert 6 listen to or read the quran the bible",8,8,0
"ABII_English.sav","Arab_Barometer_2","t6107","retroharmonize_labelled_spss_survey","t6107 do you insert 7 read religious books",8,8,0
"ABII_English.sav","Arab_Barometer_2","q6111","retroharmonize_labelled_spss_survey","q6111 to what extent do you think the insert is a criterion for an individual’s piety 1 attending friday prayer sunday service",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6112","retroharmonize_labelled_spss_survey","q6112 to what extent do you think the insert is a criterion for an individual’s piety 2 praying in a mosque church",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6113","retroharmonize_labelled_spss_survey","q6113 to what extent do you think the insert is a criterion for an individual’s piety 3 fasting during ramadan",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6114","retroharmonize_labelled_spss_survey","q6114 to what extent do you think the insert is a criterion for an individual’s piety 4 helping the poor",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6115","retroharmonize_labelled_spss_survey","q6115 to what extent do you think the insert is a criterion for an individual’s piety 5 not listening to music",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6116","retroharmonize_labelled_spss_survey","q6116 to what extent do you think the insert is a criterion for an individual’s piety 6 attending religious lessons",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6117","retroharmonize_labelled_spss_survey","q6117 to what extent do you think the insert is a criterion for an individual’s piety 7 not lying",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6118","retroharmonize_labelled_spss_survey","q6118 to what extent do you think the insert is a criterion for an individual’s piety 8 wearing a beard",7,7,0
"ABII_English.sav","Arab_Barometer_2","q6119","retroharmonize_labelled_spss_survey","q6119 to what extent do you think the insert is a criterion for an individual’s piety 9 wearing a hijab",7,7,0
"ABII_English.sav","Arab_Barometer_2","q7001","retroharmonize_labelled_spss_survey","q7001 do you prefer that future relations between egypt and insert 1 the united states",6,6,0
"ABII_English.sav","Arab_Barometer_2","q7002","retroharmonize_labelled_spss_survey","q7002 do you prefer that future relations between egypt and insert 2 saudi arabia",6,6,0
"ABII_English.sav","Arab_Barometer_2","q7003","retroharmonize_labelled_spss_survey","q7003 do you prefer that future relations between egypt and insert 3 iran",6,6,0
"ABII_English.sav","Arab_Barometer_2","q7004","retroharmonize_labelled_spss_survey","q7004 do you prefer that future relations between egypt and insert 4 turkey",6,6,0
"ABII_English.sav","Arab_Barometer_2","q7005","retroharmonize_labelled_spss_survey","q7005 do you prefer that future relations between egypt and insert 5 france",6,6,0
"ABII_English.sav","Arab_Barometer_2","q7006","retroharmonize_labelled_spss_survey","q7006 do you prefer that future relations between egypt and insert 6 israel",6,6,0
"ABII_English.sav","Arab_Barometer_2","q7011","retroharmonize_labelled_spss_survey","q7011 do you think the influence of insert on the development of democracy in your country has been 1 the united states",8,8,0
"ABII_English.sav","Arab_Barometer_2","q7012","retroharmonize_labelled_spss_survey","q7012 do you think the influence of insert on the development of democracy in your country has been 2 the european union",8,8,0
"ABII_English.sav","Arab_Barometer_2","q7013","retroharmonize_labelled_spss_survey","q7013 do you think the influence of insert on the development of democracy in your country has been 3 neighboring countries",8,8,0
"ABII_English.sav","Arab_Barometer_2","q702","retroharmonize_labelled_spss_survey","q702 during the past five years, did you spend time in a western country european country, canada, the united states",8,8,0
"ABII_English.sav","Arab_Barometer_2","q703","retroharmonize_labelled_spss_survey","q703 is it better for your country",6,6,0
"ABII_English.sav","Arab_Barometer_2","q704","retroharmonize_labelled_spss_survey","q704 are the external demands for reform",7,7,0
"ABII_English.sav","Arab_Barometer_2","q705","retroharmonize_labelled_spss_survey","q705 some people attribute the lack of development in the arab world compared to other parts of the world to external factors, while others blame internal factors in your opinion, which is more important in causing the lack of development in the arab worl",6,6,0
"ABII_English.sav","Arab_Barometer_2","q706","retroharmonize_labelled_spss_survey","q706 do you agree or disagree with the following statement the united states’ interference in the region justifies armed operations against the united states everywhere",7,7,0
"ABII_English.sav","Arab_Barometer_2","q707","retroharmonize_labelled_spss_survey","q707 do you agree or disagree with the following statement despite negative u s foreign policy, americans are good people",5,5,0
"ABII_English.sav","Arab_Barometer_2","q708","retroharmonize_labelled_spss_survey","q708 do you agree or disagree with the following statement american and western culture have positive aspects",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg708a","retroharmonize_labelled_spss_survey","eg708a do you",7,7,0
"ABII_English.sav","Arab_Barometer_2","q709","retroharmonize_labelled_spss_survey","q709 which of the following statements is closest to your opinion with regard to the palestinian question",5,5,0
"ABII_English.sav","Arab_Barometer_2","q710","retroharmonize_labelled_spss_survey","q710 there is a proposal that after the establishment of an independent palestinian state and a permanent solution to all of the problems in the conflict with israel, including jerusalem and the refugees, that there should be mutual recognition of israel a",7,7,0
"ABII_English.sav","Arab_Barometer_2","q7111","retroharmonize_labelled_spss_survey","q7111 to what extent do you agree or disagree with the following statements 1 the arab israeli conflict is an obstacle to political reform in your country",7,7,0
"ABII_English.sav","Arab_Barometer_2","q7112","retroharmonize_labelled_spss_survey","q7112 to what extent do you agree or disagree with the following statements 2 in order to eliminate global terrorism, the palestine issue must be solved",7,7,0
"ABII_English.sav","Arab_Barometer_2","q7113","retroharmonize_labelled_spss_survey","q7113 to what extent do you agree or disagree with the following statements 3 foreign interference is an obstacle to reform in your country",7,7,0
"ABII_English.sav","Arab_Barometer_2","p712","retroharmonize_labelled_spss_survey","what election list did you vote in the legislative elections that took place on january 25th, 2006",15,15,0
"ABII_English.sav","Arab_Barometer_2","p713","retroharmonize_labelled_spss_survey","if new elections took place today with the endorsement of all political actors, and the same lists that ran in the legislative elections of january 25th, 2006 ran today as well, which list would you vote for",15,15,0
"ABII_English.sav","Arab_Barometer_2","eg801","retroharmonize_labelled_spss_survey","eg801 during the protests in egypt between january 25 and february 11, was your position closer to",6,6,0
"ABII_English.sav","Arab_Barometer_2","eg802","retroharmonize_labelled_spss_survey","eg802 did you participate in the protests against former president hosni mubarak between january 25 and february 11, 2011",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8031","retroharmonize_labelled_spss_survey","eg8031 did you participate in any of the following protests 1 january 25 the beginning of the protests",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8032","retroharmonize_labelled_spss_survey","eg8032 did you participate in any of the following protests 2 january 28 friday of anger",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8033","retroharmonize_labelled_spss_survey","eg8033 did you participate in any of the following protests 3 february 2 the battle of the camel",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8034","retroharmonize_labelled_spss_survey","eg8034 did you participate in any of the following protests 4 february 4 friday of departure",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8035","retroharmonize_labelled_spss_survey","eg8035 did you participate in any of the following protests 5 february 6 sunday of martyrs",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8036","retroharmonize_labelled_spss_survey","eg8036 did you participate in any of the following protests 6 february 11 friday of marching, friday of challenge or friday of victory",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg804","retroharmonize_labelled_spss_survey","eg804 did you offer assistance such as food, money, transportation, etc to those who participated in the protests against former president mubarak",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg805","retroharmonize_labelled_spss_survey","eg805 did you support the protests against mubarak through the internet, such as facebook, twitter or youtube",6,6,0
"ABII_English.sav","Arab_Barometer_2","eg806","retroharmonize_labelled_spss_survey","eg806 did any of your friends or acquaintances participate in the protests against former president mubarak between january 25 and february 11",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg807","retroharmonize_labelled_spss_survey","eg807 during the period of protests between january 25 and february 11, what source did you depend on the most to follow the events of the revolution",14,14,0
"ABII_English.sav","Arab_Barometer_2","eg808","retroharmonize_labelled_spss_survey","eg808 identify the source name of tv or radio station, newspaper or website",30,30,0
"ABII_English.sav","Arab_Barometer_2","eg8091","retroharmonize_labelled_spss_survey","eg8091 a number of citizens participated in the protests between january 25 and february 11, 2011 for various reasons in your opinion, what was the most important reason for the protests",13,13,0
"ABII_English.sav","Arab_Barometer_2","eg8092","retroharmonize_labelled_spss_survey","eg8092 a number of citizens participated in the protests between january 25 and february 11, 2011 for various reasons in your opinion, what was the second most important reason for the protests",13,13,0
"ABII_English.sav","Arab_Barometer_2","eg810","retroharmonize_labelled_spss_survey","eg810 do you have feelings of personal victory or loss with regard to the egyptian revolution",6,6,0
"ABII_English.sav","Arab_Barometer_2","eg8111","retroharmonize_labelled_spss_survey","eg8111 in your opinion, will the revolution succeed in achieving insert 1 a democratic political system in egypt guaranteeing political and civil freedoms and the accountability of all authorities",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8113","retroharmonize_labelled_spss_survey","eg8113 in your opinion, will the revolution succeed in achieving insert 3 better economic opportunities",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8114","retroharmonize_labelled_spss_survey","eg8114 in your opinion, will the revolution succeed in achieving insert 4 respect for human rights",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8115","retroharmonize_labelled_spss_survey","eg8115 in your opinion, will the revolution succeed in achieving insert 5 the rule of law",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8116","retroharmonize_labelled_spss_survey","eg8116 in your opinion, will the revolution succeed in achieving insert 6 greater social justice",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8117","retroharmonize_labelled_spss_survey","eg8117 in your opinion, will the revolution succeed in achieving insert 7 an important role for egypt in foreign relations",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg812","retroharmonize_labelled_spss_survey","eg812 did you participate in the protests after mubarak ceded power",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8131","retroharmonize_labelled_spss_survey","eg8131 why did you participate in the protests after mubarak ceded power 1 labor protests strikes",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8132","retroharmonize_labelled_spss_survey","eg8132 why did you participate in the protests after mubarak ceded power 2 protests to demand that the former regime be brought to trial",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8133","retroharmonize_labelled_spss_survey","eg8133 why did you participate in the protests after mubarak ceded power 3 protests to demand changing the government or certain ministers",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg8134","retroharmonize_labelled_spss_survey","eg8134 why did you participate in the protests after mubarak ceded power 4 protests to combat corruption",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg814","retroharmonize_labelled_spss_survey","eg814 in the coming time period, do you prefer the political system in egypt to be",6,6,0
"ABII_English.sav","Arab_Barometer_2","eg815","retroharmonize_labelled_spss_survey","eg815 do you prefer that the state be",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg816","retroharmonize_labelled_spss_survey","eg816 which of the following statements is closest to your opinion regarding a civil state",7,7,0
"ABII_English.sav","Arab_Barometer_2","eg817","retroharmonize_labelled_spss_survey","eg817 how do you view the relationship between copts and muslims in reality",7,7,0
"ABII_English.sav","Arab_Barometer_2","eg818","retroharmonize_labelled_spss_survey","eg818 which of the following statements is closest to your opinion regarding the controversy over the constitution",5,5,0
"ABII_English.sav","Arab_Barometer_2","eg819","retroharmonize_labelled_spss_survey","eg819 in your opinion, what is the best minimum age for candidacy to the people’s council",7,7,0
"ABII_English.sav","Arab_Barometer_2","t901","retroharmonize_labelled_spss_survey","t901 during the protests in tunisia between december 17th, 2010 and january 14th, 2011, was your position closer to",6,6,0
"ABII_English.sav","Arab_Barometer_2","t902","retroharmonize_labelled_spss_survey","t902 did you participate in the protests against former president zain al abdeen ben ali between december 17th, 2010 and january 14th, 2011",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9031","retroharmonize_labelled_spss_survey","t9031 did you participate in any of the following protests 1 december17, 2010 to january 1, 2011",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9032","retroharmonize_labelled_spss_survey","t9032 did you participate in any of the following protests 2 january 2 –january 9, 2011",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9033","retroharmonize_labelled_spss_survey","t9033 did you participate in any of the following protests 3 january 10 –january 14, 2011",5,5,0
"ABII_English.sav","Arab_Barometer_2","t904","retroharmonize_labelled_spss_survey","t904 did you support the protests against ben ali through the internet, such as facebook, twitter or youtube",6,6,0
"ABII_English.sav","Arab_Barometer_2","t905","retroharmonize_labelled_spss_survey","t905 did any of your friends or acquaintances participate in the protests against former president ben ali between december 17th, 2010 and january 14th, 2011",5,5,0
"ABII_English.sav","Arab_Barometer_2","t906","retroharmonize_labelled_spss_survey","t906 did you join any the revolution protection committees or popular committees after january 14th",5,5,0
"ABII_English.sav","Arab_Barometer_2","t907","retroharmonize_labelled_spss_survey","t907 during the period of protests between december 17th, 2010 and january 14th, 2011, what source did you depend on the most to follow the events of the revolution",11,11,0
"ABII_English.sav","Arab_Barometer_2","t908","retroharmonize_labelled_spss_survey","t908 identify the source name of tv or radio station, newspaper or website",41,41,0
"ABII_English.sav","Arab_Barometer_2","t9091","retroharmonize_labelled_spss_survey","t9091 a number of citizens participated in the protests between december 17th, 2010 and january 14th, 2011 for various reasons in your opinion, what was the most important reason for the protests",9,9,0
"ABII_English.sav","Arab_Barometer_2","t9092","retroharmonize_labelled_spss_survey","t9092 a number of citizens participated in the protests between december 17th, 2010 and january 14th, 2011 for various reasons in your opinion, what was the second most important reason for the protests",9,9,0
"ABII_English.sav","Arab_Barometer_2","t910","retroharmonize_labelled_spss_survey","t910 do you have feelings of victory or personal loss with regard to the tunisian revolution",6,6,0
"ABII_English.sav","Arab_Barometer_2","t9111","retroharmonize_labelled_spss_survey","t9111 in your opinion, will the revolution succeed in achieving insert 1 a democratic political system in tunisia guaranteeing political and civil freedoms and the accountability of all authorities",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9113","retroharmonize_labelled_spss_survey","t9113 in your opinion, will the revolution succeed in achieving insert 3 better economic opportunities",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9114","retroharmonize_labelled_spss_survey","t9114 in your opinion, will the revolution succeed in achieving insert 4 respect for human rights",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9115","retroharmonize_labelled_spss_survey","t9115 in your opinion, will the revolution succeed in achieving insert 5 the rule of law",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9116","retroharmonize_labelled_spss_survey","t9116 in your opinion, will the revolution succeed in achieving insert 6 increased social justice",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9117","retroharmonize_labelled_spss_survey","t9117 in your opinion, will the revolution succeed in achieving insert 7 an important role for tunisia in foreign relations",5,5,0
"ABII_English.sav","Arab_Barometer_2","t912","retroharmonize_labelled_spss_survey","t912 did you participate in the protests after ben ali ceded power",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9131","retroharmonize_labelled_spss_survey","t9131 did you participate in insert 1 qasba 1 sit in",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9132","retroharmonize_labelled_spss_survey","t9132 did you participate in insert 2 qasba 2 sit in",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9133","retroharmonize_labelled_spss_survey","t9133 did you participate in insert 3 quba sit in",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9134","retroharmonize_labelled_spss_survey","t9134 did you participate in insert 4 other",5,5,0
"ABII_English.sav","Arab_Barometer_2","t913ot","retroharmonize_labelled_spss_survey","t913ot name of other protest",17,17,0
"ABII_English.sav","Arab_Barometer_2","t914","retroharmonize_labelled_spss_survey","t914 did you offer assistance such as food, money, transportation, etc to those who participated in the qasaba i protest and qasaba ii protest",5,5,0
"ABII_English.sav","Arab_Barometer_2","t9151","retroharmonize_labelled_spss_survey","t9151 a number of citizens participated in the protests after ben ali ceded power in your opinion, what was the most important reason for the protests",10,10,0
"ABII_English.sav","Arab_Barometer_2","t9152","retroharmonize_labelled_spss_survey","t9152 a number of citizens participated in the protests after ben ali ceded power in your opinion, what was the second most important reason for the protests",10,10,0
"ABII_English.sav","Arab_Barometer_2","t916","retroharmonize_labelled_spss_survey","t916 in the coming time period, do you prefer the political system in tunisia to be",6,6,0
"ABII_English.sav","Arab_Barometer_2","t917","retroharmonize_labelled_spss_survey","t917 do you prefer that the state be",5,5,0
"ABII_English.sav","Arab_Barometer_2","t918","retroharmonize_labelled_spss_survey","t918 which of the following statements is closest to your opinion regarding a civil state",6,6,0
"ABII_English.sav","Arab_Barometer_2","t919","retroharmonize_labelled_spss_survey","t919 which of the following statements is closest to your opinion regarding a religious state",6,6,0
"ABII_English.sav","Arab_Barometer_2","q1001","retroharmonize_labelled_spss_survey","q1001 age",4,4,0
"ABII_English.sav","Arab_Barometer_2","q1002","retroharmonize_labelled_spss_survey","q1002 gender",5,5,0
"ABII_English.sav","Arab_Barometer_2","q1003","retroharmonize_labelled_spss_survey","q1003 level of education",9,9,0
"ABII_English.sav","Arab_Barometer_2","t1003","retroharmonize_labelled_spss_survey","t1003 level of education tunisia only",9,9,0
"ABII_English.sav","Arab_Barometer_2","q1004","retroharmonize_labelled_spss_survey","q1004 do you work",5,5,0
"ABII_English.sav","Arab_Barometer_2","q1005","retroharmonize_labelled_spss_survey","q1005 are you",15,15,0
"ABII_English.sav","Arab_Barometer_2","q1006","retroharmonize_labelled_spss_survey","q1006 do you work full time or part time",5,5,0
"ABII_English.sav","Arab_Barometer_2","q1007","retroharmonize_labelled_spss_survey","q1007 what is your position at work if you have more than one job, answer with regard to your main job",13,13,0
"ABII_English.sav","Arab_Barometer_2","q1008","retroharmonize_labelled_spss_survey","q1008 employment sector",11,11,0
"ABII_English.sav","Arab_Barometer_2","q1009","retroharmonize_labelled_spss_survey","q1009 if you are currently working or have worked in the past, which of the following does your current work provide or your former work if you are retired or unemployed",25,25,0
"ABII_English.sav","Arab_Barometer_2","q1010","retroharmonize_labelled_spss_survey","q1010 marital status",9,9,0
"ABII_English.sav","Arab_Barometer_2","q1011","retroharmonize_labelled_spss_survey","q1011 what is your spouse’s profession",17,17,0
"ABII_English.sav","Arab_Barometer_2","q1012","retroharmonize_labelled_spss_survey","q1012 religion",8,8,0
"ABII_English.sav","Arab_Barometer_2","sa1012","retroharmonize_labelled_spss_survey","sa1012 denomination",8,8,0
"ABII_English.sav","Arab_Barometer_2","q1013","retroharmonize_labelled_spss_survey","q1013 is the house you live in",52,52,0
"ABII_English.sav","Arab_Barometer_2","q1014","retroharmonize_labelled_spss_survey","q1014 income including all wages, salaries and rent allowances",6,6,0
"ABII_English.sav","Arab_Barometer_2","v1014","retroharmonize_labelled_spss_survey","v1014 income including all wages, salaries and rent allowances in us dollars",6,6,0
"ABII_English.sav","Arab_Barometer_2","q1015","retroharmonize_labelled_spss_survey","q1015 monthly household income",6,6,0
"ABII_English.sav","Arab_Barometer_2","v1015","retroharmonize_labelled_spss_survey","v1015 monthly household income in us dollars",6,6,0
"ABII_English.sav","Arab_Barometer_2","q1016","retroharmonize_labelled_spss_survey","q1016 i will read you some statements related to your household income which of these statements comes closest to describing your household income",7,7,0
"ABII_English.sav","Arab_Barometer_2","q1017","retroharmonize_labelled_spss_survey","q1017 does your family receive remittances from someone living abroad",7,7,0
"ABII_English.sav","Arab_Barometer_2","q10191","retroharmonize_labelled_spss_survey","q10191 what is your first language",27,27,0
"ABII_English.sav","Arab_Barometer_2","q10192","retroharmonize_labelled_spss_survey","q10192 what is your second language",27,27,0
"ABII_English.sav","Arab_Barometer_2","jo1020","retroharmonize_labelled_spss_survey","jo1020 country of origin",6,6,0
"ABII_English.sav","Arab_Barometer_2","ir2001","retroharmonize_labelled_spss_survey","ir2001 ethnicity",8,8,0
"ABII_English.sav","Arab_Barometer_2","ir2003","retroharmonize_labelled_spss_survey","ir2003 if i asked about your religion, would you prefer the answer be",13,13,0
"ABII_English.sav","Arab_Barometer_2","ir2004","retroharmonize_labelled_spss_survey","ir2004 please pay attention to the respondent’s clothing, house, and general environment in order to identify their sect or denomination",9,9,0
"ABII_English.sav","Arab_Barometer_2","wt","numeric","wt weight",0,0,0
"ABIII_English.sav","Arab_Barometer_3","rowid","character","unique identifier in abiii_english",0,0,0
"ABIII_English.sav","Arab_Barometer_3","qid","numeric","questionnaire number",0,0,0
"ABIII_English.sav","Arab_Barometer_3","bid","numeric","block number",0,0,0
"ABIII_English.sav","Arab_Barometer_3","country","retroharmonize_labelled_spss_survey","country",12,12,0
"ABIII_English.sav","Arab_Barometer_3","date","Date","date of interview",0,0,0
"ABIII_English.sav","Arab_Barometer_3","wt","numeric","weight",0,0,0
"ABIII_English.sav","Arab_Barometer_3","form","retroharmonize_labelled_spss_survey","form",2,2,0
"ABIII_English.sav","Arab_Barometer_3","samp","retroharmonize_labelled_spss_survey","sample",2,2,0
"ABIII_English.sav","Arab_Barometer_3","a1","retroharmonize_labelled_spss_survey","area 1",5,5,0
"ABIII_English.sav","Arab_Barometer_3","q1","retroharmonize_labelled_spss_survey","governorate",208,208,0
"ABIII_English.sav","Arab_Barometer_3","q13","retroharmonize_labelled_spss_survey","q13 urban rural",2,2,0
"ABIII_English.sav","Arab_Barometer_3","v13","retroharmonize_labelled_spss_survey","v13 urban rural",3,3,0
"ABIII_English.sav","Arab_Barometer_3","sex","retroharmonize_labelled_spss_survey","sex",2,2,0
"ABIII_English.sav","Arab_Barometer_3","q101","retroharmonize_labelled_spss_survey","q101 how would you evaluate the current economic situation in your country",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q102","retroharmonize_labelled_spss_survey","q102 what do you think will be the economic situation in your country during the next few years 3 5 years compared to the current situation",8,8,0
"ABIII_English.sav","Arab_Barometer_3","q102_insh","retroharmonize_labelled_spss_survey","insh for q102 was the first answer of the respondent in sha allah before you insisted on one of the listed answers",2,2,0
"ABIII_English.sav","Arab_Barometer_3","q102a","retroharmonize_labelled_spss_survey","generally speaking, how would you compare your living conditions with the rest of your fellow citizens",8,8,0
"ABIII_English.sav","Arab_Barometer_3","q103","retroharmonize_labelled_spss_survey","q103 generally speaking, do you think most people are trustworthy or not",5,5,0
"ABIII_English.sav","Arab_Barometer_3","q103_insh","retroharmonize_labelled_spss_survey","insh for q103 was the first answer of the respondent in sha allah before you insisted on one of the listed answers",2,2,0
"ABIII_English.sav","Arab_Barometer_3","q104","retroharmonize_labelled_spss_survey","q104 do you think about emigrating from your country",9,9,0
"ABIII_English.sav","Arab_Barometer_3","q104_insh","retroharmonize_labelled_spss_survey","insh for q104 was the first answer of the respondent in sha allah before you insisted on one of the listed answers",2,2,0
"ABIII_English.sav","Arab_Barometer_3","q105","retroharmonize_labelled_spss_survey","q105 do you currently feel that your own personal as well as your family’s safety and security are ensured or not",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q105_insh","retroharmonize_labelled_spss_survey","insh for q105 was the first answer of the respondent in sha allah before you insisted on one of the listed answers",2,2,0
"ABIII_English.sav","Arab_Barometer_3","q105a","retroharmonize_labelled_spss_survey","compared to this time last year, do you feel that your own personal and your family’s safety and security are now…",6,6,0
"ABIII_English.sav","Arab_Barometer_3","q106","retroharmonize_labelled_spss_survey","q106 to what extent do you feel that you are being treated equally to other citizens in your country",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q2011","retroharmonize_labelled_spss_survey","q201 1 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them the government the cabinet",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q2013","retroharmonize_labelled_spss_survey","q201 3 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them the elected council of representatives the parliament",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q2014","retroharmonize_labelled_spss_survey","q201 4 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them public security the police",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q2016","retroharmonize_labelled_spss_survey","q201 6 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them the armed forces the army",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q2017","retroharmonize_labelled_spss_survey","q201 7 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them civil society institutions associations, clubs, volunteer youth groups, etc",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q20112","retroharmonize_labelled_spss_survey","q201 12 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them the muslim brotherhood",7,7,0
"ABIII_English.sav","Arab_Barometer_3","q20113","retroharmonize_labelled_spss_survey","q201 13 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them religious leaders",7,7,0
